trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.08499999999999919}",25,13,22.593269637938796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.07999999999999918}",20,7,22.564001719234568,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.07499999999999918}",30,21,16.161435419092122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.06999999999999917}",25,11,-7.3720821172295015,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.06499999999999917}",30,0,47.93108089537894,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.05999999999999917}",25,11,9.172989427398392,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.054999999999999175}",30,10,28.424060908925682,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.04999999999999918}",20,16,6.328958427547804,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.5, 'e': 0}",25,5,33.95685826564856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.5, 'e': 0}",20,10,15.46583737678844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.5, 'e': 0}",30,18,21.966089094948863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.5, 'e': 0}",20,9,17.540002079306635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.5, 'e': 0}",20,4,24.841295826477534,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': 0}",25,7,34.04445188916773,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.5, 'e': 0}",20,11,16.243339063633364,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.5, 'e': 0}",25,3,38.6247644917182,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.5, 'e': 0}",20,6,22.86634270734442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.5, 'e': 0}",25,11,25.708949431963973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.5, 'e': 0}",25,14,21.094585870770736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.5, 'e': 0}",20,12,10.97039504705132,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.5, 'e': 0}",20,6,25.835914915810406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.5, 'e': 0}",25,12,25.039738454385915,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.5, 'e': 0}",25,13,23.65816692038712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.5, 'e': 0}",20,2,28.511166689815052,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.5, 'e': 0}",20,13,14.111762210476147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.5, 'e': 0}",20,6,25.002959917442087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.5, 'e': 0}",30,13,33.76590376112995,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.5, 'e': 0}",20,12,14.983921239667342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.5, 'e': 0}",20,12,14.85697571125774,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.5, 'e': 0}",35,22,25.658486358500095,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.5, 'e': 0}",20,9,20.11193908517639,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.5, 'e': 0}",30,24,10.654170104448044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.5, 'e': 0}",25,15,18.197605455133115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.5, 'e': 0}",25,11,29.739520716860937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.5, 'e': 0}",25,20,7.617526263264487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.5, 'e': 0}",20,11,16.516083182676894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.5, 'e': 0}",25,0,40.28664378233813,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,True,"{'a': 0.5, 'e': 0}",20,9,23.752205412526816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.5, 'e': 0}",35,1,56.43888180166224,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.5, 'e': 0}",30,19,19.969289791794075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.5, 'e': 0}",25,3,36.87241757927798,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.5, 'e': 0}",25,9,36.22206755793133,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.5, 'e': 0}",20,11,14.18690308713781,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.5, 'e': 0}",30,16,28.218954348011188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.5, 'e': 0}",20,13,13.09844094647881,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.5, 'e': 0}",20,12,14.62161509041665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.5, 'e': 0}",20,9,17.04292174176732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.5, 'e': 0}",30,24,9.533278942972515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.5, 'e': 0}",35,15,38.480759456228604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.5, 'e': 0}",20,6,23.48762541327417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.5, 'e': 0}",20,9,19.807753702749608,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.5, 'e': 0}",25,7,30.803457565949067,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.5, 'e': 0}",25,8,31.481893248645292,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.5, 'e': 0}",30,24,11.69862415350788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.5, 'e': 0}",20,6,22.763576494245005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.5, 'e': 0}",20,6,20.800849178942066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.5, 'e': 0}",30,20,23.304703415827937,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.5, 'e': 0}",25,13,24.10404602636204,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.5, 'e': 0}",30,10,35.1829495625046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.5, 'e': 0}",25,14,19.96887866478872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.5, 'e': 0}",30,12,29.221306914682234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.5, 'e': 0}",30,16,25.68007875663762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.5, 'e': 0}",20,14,9.944997505571044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.5, 'e': 0}",20,2,26.887832626209672,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.5, 'e': 0}",20,8,21.581914900841202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.5, 'e': 0}",25,18,12.45391857333518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.5, 'e': 0}",20,3,30.187093306528848,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.5, 'e': 0}",30,20,20.862221456904194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.5, 'e': 0}",30,20,19.862852414239796,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.5, 'e': 0}",30,7,38.78740084949809,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.5, 'e': 0}",20,16,8.714248679656201,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.5, 'e': 0}",25,17,12.99933811638497,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.5, 'e': 0}",20,14,12.488903967146122,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.5, 'e': 0}",20,14,11.206804557414422,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.5, 'e': 0}",25,6,32.482988276032685,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.5, 'e': 0}",20,2,32.05493635698388,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.5, 'e': 0}",25,15,19.21277808493791,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.5, 'e': 0}",20,15,10.740411331541555,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.5, 'e': 0}",20,9,19.318748898150098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.5, 'e': 0}",20,6,27.83528723144379,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.5, 'e': 0}",25,10,29.988172208207665,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.5, 'e': 0}",30,8,37.72353563818895,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.5, 'e': 0}",20,16,7.71896216323492,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.5, 'e': 0}",25,15,18.518206610326015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0.5, 'e': 0}",30,22,13.056970397248014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.5, 'e': 0}",25,16,16.03305550191508,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.5, 'e': 0}",20,1,32.27112187670897,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.5, 'e': 0}",30,24,10.48403807528511,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.5, 'e': 0}",25,14,22.05369235259494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.5, 'e': 0}",20,1,30.054248898891874,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.5, 'e': 0}",30,16,26.483064834064578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0.5, 'e': 0}",25,14,21.35557072780468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.5, 'e': 0}",20,8,25.60889706866278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.5, 'e': 0}",20,15,8.552468539718369,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.5, 'e': 0}",20,8,20.76298892546417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.5, 'e': 0}",20,9,19.51515157454405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0.5, 'e': 0}",30,15,31.520734561842822,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.5, 'e': 0}",30,14,28.075122211465878,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.5, 'e': 0}",30,12,32.80883470986389,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.5, 'e': 0}",30,10,30.121300426646282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.5, 'e': 0}",25,14,18.287253812356617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0.5, 'e': 0}",20,13,13.339083241110385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.5, 'e': 0}",20,9,16.795771829677278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.5, 'e': 0}",20,9,19.724807923346393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0.5, 'e': 0}",30,13,36.151987686839874,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.5, 'e': 0}",25,5,33.54697869392375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.5, 'e': 0}",25,0,34.808685413870435,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
100,True,"{'a': 0.5, 'e': 0}",25,8,24.983651366672415,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
